Time in s	CH I in Volt	CH II in Volt	
1.33E-4	-2.40E+00	4.80E-04	
1.34E-4	-2.40E+00	-4.00E-05	
1.35E-4	-2.40E+00	-6.00E-04	
1.36E-4	-2.40E+00	-4.40E-04	
1.37E-4	-2.44E+00	-4.00E-05	
1.38E-4	-2.40E+00	-6.80E-04	
1.39E-4	-2.40E+00	1.60E-04	
1.4E-4	-2.44E+00	-8.00E-04	
1.41E-4	-2.40E+00	-6.40E-04	
1.42E-4	-2.40E+00	-4.40E-04	
1.43E-4	-2.40E+00	-1.20E-03	
1.44E-4	-2.40E+00	-8.00E-04	
1.45E-4	-2.40E+00	-3.20E-04	
1.46E-4	-2.40E+00	-8.40E-04	
1.47E-4	-2.40E+00	-4.00E-05	
1.48E-4	-2.40E+00	-9.60E-04	
1.49E-4	-2.40E+00	-1.20E-04	
1.5E-4	-2.40E+00	-7.20E-04	
1.51E-4	-2.40E+00	0.00E+00	
1.52E-4	-2.44E+00	-4.40E-04	
1.53E-4	-2.40E+00	-3.60E-04	
1.54E-4	-2.40E+00	-2.40E-04	
1.55E-4	-2.44E+00	-5.60E-04	
1.56E-4	-2.40E+00	2.00E-04	
1.57E-4	-2.40E+00	-9.60E-04	
1.58E-4	-2.40E+00	-4.00E-04	
1.59E-4	-2.40E+00	-4.00E-05	
1.6E-4	-2.40E+00	-1.00E-03	
1.61E-4	-2.40E+00	-5.20E-04	
1.62E-4	-2.40E+00	-6.00E-04	
1.63E-4	-2.40E+00	-5.20E-04	
1.64E-4	-2.40E+00	-4.40E-04	
1.65E-4	-2.40E+00	-4.40E-04	
1.66E-4	-2.40E+00	-1.00E-03	
1.67E-4	-2.40E+00	-4.00E-04	
1.68E-4	-2.40E+00	-4.80E-04	
1.69E-4	-2.44E+00	-5.60E-04	
1.7E-4	-2.40E+00	-6.40E-04	
1.71E-4	-2.40E+00	0.00E+00	
1.72E-4	-2.40E+00	-6.40E-04	
1.73E-4	-2.40E+00	2.40E-04	
1.74E-4	-2.44E+00	1.60E-04	
1.75E-4	-2.36E+00	2.40E-04	
1.76E-4	-2.40E+00	-1.00E-03	
1.77E-4	-2.44E+00	-4.40E-04	
1.78E-4	-2.40E+00	-1.12E-03	
1.79E-4	-2.40E+00	-4.00E-04	
1.8E-4	-2.40E+00	-1.04E-03	
1.81E-4	-2.40E+00	-8.00E-04	
1.82E-4	-2.40E+00	-1.04E-03	
1.83E-4	-2.40E+00	0.00E+00	
1.84E-4	-2.40E+00	-3.20E-04	
1.85E-4	-2.40E+00	-1.12E-03	
1.86E-4	-2.40E+00	-2.40E-04	
1.87E-4	-2.44E+00	-8.00E-04	
1.88E-4	-2.40E+00	4.00E-05	
1.89E-4	-2.40E+00	-1.60E-04	
1.9E-4	-2.44E+00	-1.00E-03	
1.91E-4	-2.40E+00	-8.80E-04	
1.92E-4	-2.40E+00	-2.40E-04	
1.93E-4	-2.40E+00	-2.00E-04	
1.94E-4	-2.40E+00	-3.20E-04	
1.95E-4	-2.40E+00	-1.72E-03	
1.96E-4	-2.40E+00	-1.20E-04	
1.97E-4	-2.40E+00	-9.20E-04	
1.98E-4	-2.40E+00	-4.80E-04	
1.99E-4	-2.40E+00	-1.04E-03	
2.E-4	-2.44E+00	-6.40E-04	
