Time in s	CH I in Volt	CH II in Volt	
0.E+0	-2.40E+00	2.00E-04	
2.5E-6	-2.44E+00	2.80E-04	
5.E-6	-2.40E+00	-8.00E-05	
7.5E-6	-2.40E+00	-2.00E-04	
1.E-5	-2.40E+00	5.20E-04	
1.25E-5	-2.40E+00	1.20E-04	
1.5E-5	-2.40E+00	1.60E-04	
1.75E-5	-2.40E+00	-6.00E-04	
2.E-5	-2.40E+00	-4.80E-04	
2.25E-5	-2.40E+00	-4.00E-05	
2.5E-5	-2.40E+00	4.00E-04	
2.75E-5	-2.40E+00	2.00E-04	
3.E-5	-2.40E+00	-1.60E-04	
3.25E-5	-2.40E+00	2.80E-04	
3.5E-5	-2.40E+00	-4.00E-05	
3.75E-5	-2.40E+00	2.40E-04	
4.E-5	-2.40E+00	1.20E-04	
4.25E-5	-2.40E+00	-3.60E-04	
4.5E-5	-2.44E+00	4.00E-04	
4.75E-5	-2.40E+00	4.80E-04	
5.E-5	-2.40E+00	0.00E+00	
5.25E-5	-2.44E+00	-8.00E-05	
5.5E-5	-2.40E+00	4.00E-04	
5.75E-5	-2.40E+00	2.80E-04	
6.E-5	-2.40E+00	3.60E-04	
6.25E-5	-2.44E+00	2.80E-04	
6.5E-5	-2.40E+00	-4.00E-05	
6.75E-5	-2.40E+00	2.00E-04	
7.E-5	-2.40E+00	4.80E-04	
7.25E-5	-2.40E+00	5.60E-04	
7.5E-5	-2.40E+00	-4.00E-05	
7.75E-5	-2.40E+00	4.40E-04	
8.E-5	-2.40E+00	0.00E+00	
8.25E-5	-2.40E+00	1.60E-04	
8.5E-5	-2.40E+00	2.00E-04	
8.75E-5	-2.40E+00	2.00E-04	
9.E-5	-2.40E+00	4.00E-05	
9.25E-5	-2.40E+00	0.00E+00	
9.5E-5	-2.44E+00	0.00E+00	
9.75E-5	-2.40E+00	5.20E-04	
1.E-4	-2.40E+00	3.20E-04	
1.025E-4	-2.44E+00	-4.40E-04	
1.05E-4	-2.40E+00	-1.60E-04	
1.075E-4	-2.40E+00	-2.80E-04	
1.1E-4	-2.40E+00	2.80E-04	
1.125E-4	-2.44E+00	-4.00E-05	
1.15E-4	-2.40E+00	3.20E-04	
1.175E-4	-2.40E+00	2.00E-04	
1.2E-4	-2.40E+00	2.00E-04	
1.225E-4	-2.40E+00	-2.40E-04	
1.25E-4	-2.40E+00	8.00E-05	
