Time in s	CH I in Volt	CH II in Volt	
0.E+0	2.08E+00	1.40E-02	
5.E-8	2.12E+00	1.40E-02	
1.E-7	2.08E+00	1.40E-02	
1.5E-7	2.12E+00	1.40E-02	
2.E-7	2.12E+00	1.60E-02	
2.5E-7	2.08E+00	1.60E-02	
3.E-7	2.12E+00	1.80E-02	
3.5E-7	2.08E+00	1.80E-02	
4.E-7	2.08E+00	1.80E-02	
4.5E-7	2.08E+00	2.00E-02	
5.E-7	2.12E+00	2.00E-02	
5.5E-7	2.12E+00	2.00E-02	
6.E-7	2.12E+00	2.00E-02	
6.5E-7	2.08E+00	1.80E-02	
7.E-7	2.08E+00	2.00E-02	
7.5E-7	2.12E+00	2.00E-02	
8.E-7	2.12E+00	1.80E-02	
8.5E-7	2.12E+00	1.80E-02	
9.E-7	2.12E+00	1.80E-02	
9.5E-7	2.12E+00	1.80E-02	
1.E-6	2.08E+00	1.80E-02	
1.05E-6	2.08E+00	1.80E-02	
1.1E-6	2.08E+00	1.80E-02	
1.15E-6	2.12E+00	1.80E-02	
1.2E-6	2.12E+00	1.80E-02	
1.25E-6	2.12E+00	1.60E-02	
1.3E-6	2.08E+00	1.60E-02	
1.35E-6	2.08E+00	1.60E-02	
1.4E-6	2.12E+00	1.40E-02	
1.45E-6	2.08E+00	1.40E-02	
1.5E-6	2.08E+00	1.40E-02	
1.55E-6	2.08E+00	1.40E-02	
1.6E-6	2.12E+00	1.40E-02	
1.65E-6	2.12E+00	1.40E-02	
1.7E-6	2.12E+00	1.60E-02	
1.75E-6	2.08E+00	1.60E-02	
1.8E-6	2.12E+00	1.60E-02	
1.85E-6	2.08E+00	1.80E-02	
1.9E-6	2.12E+00	1.80E-02	
1.95E-6	2.12E+00	1.80E-02	
2.E-6	2.08E+00	2.00E-02	
2.05E-6	2.12E+00	2.00E-02	
2.1E-6	2.12E+00	2.00E-02	
2.15E-6	2.12E+00	2.00E-02	
2.2E-6	2.12E+00	2.00E-02	
2.25E-6	2.08E+00	2.00E-02	
2.3E-6	2.12E+00	2.00E-02	
