Time in s	CH I in Volt	CH II in Volt	
2.71E-4	1.60E-01	-5.68E-02	
2.72E-4	3.20E-01	-6.56E-02	
2.73E-4	-6.00E-02	-1.60E-02	
2.74E-4	2.00E-01	-3.92E-02	
2.75E-4	1.20E-01	-4.16E-02	
2.76E-4	1.40E-01	-5.04E-02	
2.77E-4	1.00E-01	-3.76E-02	
2.78E-4	-2.00E-02	5.60E-03	
2.79E-4	4.00E-01	-5.20E-02	
2.8E-4	8.00E-02	-2.56E-02	
2.81E-4	4.00E-02	-1.60E-02	
2.82E-4	2.40E-01	-6.64E-02	
2.83E-4	1.20E-01	-5.92E-02	
2.84E-4	2.00E-01	-4.00E-02	
2.85E-4	1.40E-01	-1.68E-02	
2.86E-4	2.80E-01	-6.00E-02	
2.87E-4	2.40E-01	-6.48E-02	
2.88E-4	2.20E-01	-1.60E-03	
2.89E-4	2.00E-02	-2.64E-02	
2.9E-4	1.40E-01	3.20E-03	
2.91E-4	2.80E-01	-6.40E-02	
2.92E-4	2.40E-01	-2.40E-02	
2.93E-4	4.00E-02	-6.24E-02	
2.94E-4	8.00E-02	-2.48E-02	
2.95E-4	3.00E-01	-1.92E-02	
2.96E-4	1.60E-01	-5.60E-02	
2.97E-4	3.00E-01	-2.56E-02	
2.98E-4	4.00E-02	-2.40E-03	
2.99E-4	2.80E-01	-6.40E-02	
3.E-4	2.40E-01	-4.64E-02	
3.01E-4	1.80E-01	-6.40E-02	
3.02E-4	3.40E-01	-1.76E-02	
3.03E-4	3.00E-01	-6.40E-03	
3.04E-4	1.60E-01	-1.60E-02	
3.05E-4	2.00E-02	-3.76E-02	
3.06E-4	2.60E-01	-4.80E-02	
3.07E-4	2.20E-01	-4.88E-02	
3.08E-4	2.60E-01	-6.56E-02	
3.09E-4	2.00E-02	-5.60E-03	
3.1E-4	1.40E-01	-2.24E-02	
3.11E-4	2.40E-01	-6.64E-02	
3.12E-4	2.20E-01	3.92E-02	
3.13E-4	1.80E-01	-6.16E-02	
3.14E-4	2.20E-01	-5.60E-02	
3.15E-4	3.00E-01	-6.40E-03	
3.16E-4	6.00E-02	-3.60E-02	
3.17E-4	2.20E-01	-4.24E-02	
3.18E-4	1.20E-01	-8.80E-03	
3.19E-4	1.80E-01	-6.40E-02	
3.2E-4	2.40E-01	-3.68E-02	
3.21E-4	8.00E-02	-6.48E-02	
3.22E-4	1.40E-01	-6.24E-02	
3.23E-4	1.20E-01	-9.60E-03	
3.24E-4	2.40E-01	-2.32E-02	
3.25E-4	1.40E-01	-5.20E-02	
3.26E-4	2.20E-01	-5.04E-02	
3.27E-4	2.00E-02	-4.80E-02	
3.28E-4	2.40E-01	-4.48E-02	
3.29E-4	3.40E-01	-4.40E-02	
3.3E-4	1.60E-01	-5.84E-02	
3.31E-4	4.00E-02	-5.92E-02	
3.32E-4	2.00E-01	-3.44E-02	
3.33E-4	2.60E-01	-6.72E-02	
3.34E-4	1.60E-01	-2.00E-02	
3.35E-4	8.00E-02	-1.44E-02	
3.36E-4	2.00E-01	8.80E-03	
3.37E-4	1.80E-01	-6.00E-02	
3.38E-4	2.00E-01	-2.40E-02	
3.39E-4	6.00E-02	-3.44E-02	
3.4E-4	2.60E-01	-5.28E-02	
3.41E-4	2.20E-01	-5.76E-02	
3.42E-4	8.00E-02	-5.84E-02	
3.43E-4	8.00E-02	-5.36E-02	
3.44E-4	1.20E-01	-4.40E-02	
3.45E-4	1.40E-01	-5.52E-02	
3.46E-4	3.00E-01	-4.56E-02	
3.47E-4	2.80E-01	1.36E-02	
3.48E-4	2.40E-01	-4.56E-02	
3.49E-4	1.40E-01	-3.76E-02	
3.5E-4	2.40E-01	-1.04E-02	
3.51E-4	3.00E-01	-4.88E-02	
3.52E-4	2.00E-01	-2.56E-02	
3.53E-4	3.40E-01	-2.96E-02	
3.54E-4	1.00E-01	-6.56E-02	
3.55E-4	2.60E-01	-6.00E-02	
3.56E-4	2.80E-01	-2.56E-02	
3.57E-4	3.00E-01	-4.64E-02	
3.58E-4	1.40E-01	-6.80E-02	
3.59E-4	3.20E-01	-4.64E-02	
3.6E-4	4.00E-01	-1.04E-02	
3.61E-4	3.40E-01	-6.64E-02	
3.62E-4	8.00E-02	4.00E-02	
3.63E-4	3.00E-01	-6.96E-02	
3.64E-4	2.20E-01	-6.88E-02	
3.65E-4	3.20E-01	9.60E-03	
3.66E-4	6.00E-02	-6.72E-02	
3.67E-4	2.00E-01	-6.48E-02	
3.68E-4	3.20E-01	2.32E-02	
3.69E-4	1.80E-01	-3.44E-02	
3.7E-4	2.00E-01	-4.16E-02	
3.71E-4	-2.00E-02	-4.88E-02	
3.72E-4	2.40E-01	-6.88E-02	
3.73E-4	2.40E-01	-3.52E-02	
3.74E-4	1.00E-01	-5.04E-02	
3.75E-4	2.60E-01	-2.16E-02	
3.76E-4	1.20E-01	-6.72E-02	
3.77E-4	2.20E-01	-5.84E-02	
3.78E-4	4.00E-02	-7.20E-02	
3.79E-4	2.80E-01	-4.00E-02	
3.8E-4	1.80E-01	-6.32E-02	
3.81E-4	6.00E-02	-3.52E-02	
3.82E-4	1.80E-01	-5.28E-02	
3.83E-4	2.80E-01	-6.88E-02	
3.84E-4	2.80E-01	-6.80E-02	
3.85E-4	2.00E-01	-5.36E-02	
3.86E-4	3.40E-01	3.20E-03	
3.87E-4	1.80E-01	-7.04E-02	
3.88E-4	3.00E-01	-5.92E-02	
3.89E-4	6.00E-02	-1.92E-02	
3.9E-4	4.00E-01	-6.80E-02	
3.91E-4	3.20E-01	-6.80E-02	
3.92E-4	2.00E-01	2.80E-02	
3.93E-4	1.20E-01	-6.64E-02	
3.94E-4	1.40E-01	-5.44E-02	
3.95E-4	4.20E-01	-2.24E-02	
3.96E-4	2.40E-01	-7.36E-02	
3.97E-4	0.00E+00	-3.12E-02	
3.98E-4	1.60E-01	-7.04E-02	
3.99E-4	1.00E-01	-2.16E-02	
4.E-4	1.60E-01	-5.12E-02	
4.01E-4	6.00E-02	-4.24E-02	
4.02E-4	2.80E-01	-5.92E-02	
4.03E-4	2.60E-01	-3.92E-02	
4.04E-4	1.20E-01	-6.80E-02	
4.05E-4	2.80E-01	-6.88E-02	
4.06E-4	2.20E-01	-1.28E-02	
4.07E-4	2.40E-01	-6.48E-02	
4.08E-4	6.00E-02	-7.20E-02	
4.09E-4	1.40E-01	-5.52E-02	
4.1E-4	1.40E-01	-3.60E-02	
4.11E-4	2.20E-01	-7.52E-02	
4.12E-4	1.00E-01	4.16E-02	
4.13E-4	3.00E-01	-6.40E-02	
4.14E-4	2.00E-01	-2.08E-02	
4.15E-4	1.60E-01	-7.04E-02	
4.16E-4	2.60E-01	-4.32E-02	
4.17E-4	2.00E-02	-4.08E-02	
4.18E-4	3.20E-01	-2.96E-02	
4.19E-4	2.20E-01	-4.32E-02	
4.2E-4	4.00E-02	-6.88E-02	
4.21E-4	-1.00E-01	-6.16E-02	
4.22E-4	2.60E-01	-7.04E-02	
4.23E-4	1.60E-01	-8.80E-03	
4.24E-4	2.00E-01	-5.92E-02	
4.25E-4	3.20E-01	-6.72E-02	
4.26E-4	2.80E-01	-7.44E-02	
4.27E-4	1.20E-01	-5.28E-02	
4.28E-4	2.80E-01	-6.80E-02	
4.29E-4	2.60E-01	7.20E-03	
4.3E-4	4.80E-01	4.80E-03	
4.31E-4	2.40E-01	-7.04E-02	
4.32E-4	1.80E-01	-6.56E-02	
4.33E-4	4.00E-01	-4.64E-02	
4.34E-4	2.00E-01	-3.04E-02	
4.35E-4	1.60E-01	-6.16E-02	
4.36E-4	2.80E-01	-3.20E-02	
4.37E-4	4.00E-01	-7.44E-02	
4.38E-4	3.40E-01	-8.00E-04	
4.39E-4	2.40E-01	-3.84E-02	
4.4E-4	2.60E-01	-5.36E-02	
4.41E-4	4.00E-01	-5.92E-02	
4.42E-4	2.80E-01	-6.88E-02	
4.43E-4	1.60E-01	-2.96E-02	
4.44E-4	1.20E-01	-6.88E-02	
4.45E-4	2.40E-01	-5.60E-03	
4.46E-4	3.80E-01	-3.36E-02	
4.47E-4	1.80E-01	-2.64E-02	
4.48E-4	3.40E-01	-7.20E-03	
4.49E-4	2.60E-01	-7.28E-02	
4.5E-4	1.60E-01	-3.52E-02	
4.51E-4	2.60E-01	-4.80E-02	
4.52E-4	3.00E-01	-3.60E-02	
4.53E-4	4.40E-01	-6.56E-02	
4.54E-4	4.20E-01	-5.52E-02	
4.55E-4	0.00E+00	-4.72E-02	
4.56E-4	2.80E-01	-1.12E-02	
4.57E-4	3.80E-01	-5.52E-02	
4.58E-4	1.20E-01	-4.08E-02	
4.59E-4	2.40E-01	-3.84E-02	
4.6E-4	1.60E-01	-6.00E-02	
4.61E-4	5.80E-01	-7.28E-02	
4.62E-4	2.60E-01	2.88E-02	
4.63E-4	1.80E-01	-3.60E-02	
4.64E-4	3.00E-01	-7.04E-02	
4.65E-4	1.00E-01	-5.84E-02	
4.66E-4	4.20E-01	-3.04E-02	
4.67E-4	2.00E-01	-2.72E-02	
4.68E-4	3.60E-01	-6.64E-02	
4.69E-4	2.60E-01	-3.52E-02	
4.7E-4	2.00E-01	-4.08E-02	
4.71E-4	2.60E-01	-8.00E-03	
4.72E-4	2.80E-01	-6.96E-02	
4.73E-4	3.00E-01	5.60E-03	
4.74E-4	1.20E-01	-5.92E-02	
4.75E-4	2.20E-01	-6.32E-02	
4.76E-4	1.80E-01	-2.32E-02	
4.77E-4	2.40E-01	-6.88E-02	
4.78E-4	1.40E-01	-5.60E-02	
4.79E-4	1.40E-01	-4.00E-02	
4.8E-4	2.40E-01	-6.24E-02	
4.81E-4	1.60E-01	-6.72E-02	
4.82E-4	2.20E-01	-2.00E-02	
4.83E-4	3.00E-01	-6.40E-02	
4.84E-4	1.80E-01	-5.68E-02	
4.85E-4	1.20E-01	-1.60E-02	
4.86E-4	2.00E-01	-8.80E-03	
4.87E-4	3.40E-01	-5.68E-02	
4.88E-4	3.40E-01	-6.32E-02	
4.89E-4	2.00E-01	-6.88E-02	
4.9E-4	3.00E-01	-4.16E-02	
4.91E-4	1.60E-01	-5.60E-02	
4.92E-4	3.00E-01	-2.08E-02	
4.93E-4	1.40E-01	-6.96E-02	
4.94E-4	1.60E-01	-1.84E-02	
4.95E-4	3.00E-01	7.20E-03	
4.96E-4	2.80E-01	-6.64E-02	
4.97E-4	0.00E+00	-6.08E-02	
4.98E-4	3.40E-01	-3.36E-02	
4.99E-4	2.20E-01	-4.64E-02	
5.E-4	3.60E-01	-6.40E-03	
5.01E-4	1.80E-01	-3.44E-02	
5.02E-4	2.40E-01	-6.48E-02	
5.03E-4	2.20E-01	-2.56E-02	
5.04E-4	3.00E-01	-4.96E-02	
5.05E-4	3.20E-01	-1.36E-02	
5.06E-4	2.00E-01	-6.72E-02	
5.07E-4	3.80E-01	-3.52E-02	
5.08E-4	2.20E-01	-4.72E-02	
5.09E-4	2.40E-01	-4.80E-03	
5.1E-4	2.40E-01	-7.20E-03	
5.11E-4	2.80E-01	-6.72E-02	
5.12E-4	4.20E-01	3.84E-02	
5.13E-4	8.00E-02	-6.16E-02	
5.14E-4	2.80E-01	-4.72E-02	
5.15E-4	2.60E-01	-4.48E-02	
5.16E-4	2.60E-01	-2.24E-02	
5.17E-4	2.20E-01	-1.76E-02	
5.18E-4	1.40E-01	-4.96E-02	
5.19E-4	2.20E-01	-5.12E-02	
5.2E-4	3.20E-01	-6.56E-02	
5.21E-4	8.00E-02	-3.12E-02	
5.22E-4	2.20E-01	-3.68E-02	
5.23E-4	2.40E-01	-5.12E-02	
5.24E-4	1.00E-01	-3.92E-02	
5.25E-4	2.80E-01	-6.40E-02	
5.26E-4	2.00E-01	-4.08E-02	
5.27E-4	1.20E-01	-7.20E-03	
5.28E-4	1.80E-01	-6.40E-02	
5.29E-4	1.60E-01	-4.56E-02	
5.3E-4	4.40E-01	-1.52E-02	
5.31E-4	3.20E-01	-6.40E-02	
5.32E-4	8.00E-02	-3.68E-02	
5.33E-4	2.20E-01	2.96E-02	
5.34E-4	2.60E-01	-6.72E-02	
5.35E-4	2.00E-01	-6.00E-02	
5.36E-4	2.80E-01	1.92E-02	
5.37E-4	3.80E-01	-5.28E-02	
5.38E-4	3.40E-01	-5.04E-02	
5.39E-4	2.80E-01	1.60E-03	
5.4E-4	2.00E-01	-5.44E-02	
5.41E-4	2.20E-01	-2.72E-02	
5.42E-4	1.60E-01	-5.84E-02	
5.43E-4	1.00E-01	-4.64E-02	
5.44E-4	2.00E-02	-2.48E-02	
5.45E-4	3.20E-01	-5.28E-02	
5.46E-4	2.40E-01	-4.32E-02	
5.47E-4	1.00E-01	-5.36E-02	
5.48E-4	3.20E-01	2.40E-03	
5.49E-4	1.00E-01	-7.04E-02	
5.5E-4	1.20E-01	-3.04E-02	
5.51E-4	1.40E-01	-4.72E-02	
5.52E-4	1.80E-01	-4.64E-02	
5.53E-4	8.00E-02	-4.96E-02	
5.54E-4	2.60E-01	-2.56E-02	
5.55E-4	1.80E-01	-1.20E-02	
5.56E-4	2.20E-01	-4.64E-02	
5.57E-4	1.20E-01	-6.00E-02	
5.58E-4	1.20E-01	-5.04E-02	
5.59E-4	0.00E+00	-7.20E-03	
5.6E-4	6.00E-02	-6.48E-02	
5.61E-4	1.00E-01	-6.88E-02	
5.62E-4	1.80E-01	-8.00E-03	
5.63E-4	1.80E-01	1.60E-03	
5.64E-4	2.60E-01	-4.96E-02	
5.65E-4	1.40E-01	-1.04E-02	
5.66E-4	0.00E+00	-1.60E-02	
5.67E-4	6.00E-02	-5.76E-02	
5.68E-4	4.00E-02	-4.24E-02	
5.69E-4	2.40E-01	-2.16E-02	
5.7E-4	8.00E-02	-6.08E-02	
5.71E-4	4.00E-02	-4.16E-02	
5.72E-4	6.00E-02	-3.12E-02	
5.73E-4	6.00E-02	-6.40E-02	
5.74E-4	-2.00E-02	-5.20E-02	
5.75E-4	1.20E-01	-1.60E-03	
5.76E-4	2.00E-01	-6.24E-02	
5.77E-4	2.00E-01	-4.80E-02	
5.78E-4	-8.00E-02	-2.32E-02	
5.79E-4	4.00E-02	-6.96E-02	
5.8E-4	3.40E-01	3.12E-02	
5.81E-4	1.60E-01	-3.84E-02	
5.82E-4	-2.00E-02	-5.20E-02	
5.83E-4	4.00E-02	-3.52E-02	
5.84E-4	2.80E-01	-6.08E-02	
5.85E-4	2.00E-02	-4.00E-02	
5.86E-4	1.00E-01	1.28E-02	
5.87E-4	1.60E-01	-4.80E-02	
5.88E-4	8.00E-02	-6.40E-02	
5.89E-4	2.40E-01	-4.40E-02	
5.9E-4	1.20E-01	-5.92E-02	
5.91E-4	8.00E-02	-4.80E-03	
5.92E-4	2.00E-01	-1.92E-02	
5.93E-4	1.60E-01	-1.84E-02	
5.94E-4	1.40E-01	-3.36E-02	
5.95E-4	2.00E-02	-2.16E-02	
5.96E-4	1.40E-01	-4.56E-02	
5.97E-4	-4.00E-02	-3.76E-02	
5.98E-4	1.60E-01	-4.40E-02	
5.99E-4	2.00E-01	-1.84E-02	
6.E-4	2.60E-01	-3.36E-02	
6.01E-4	6.00E-02	-3.60E-02	
6.02E-4	6.00E-02	-2.56E-02	
6.03E-4	2.40E-01	-2.64E-02	
6.04E-4	2.00E-01	5.60E-03	
6.05E-4	0.00E+00	-1.44E-02	
6.06E-4	1.20E-01	-4.48E-02	
6.07E-4	3.20E-01	-5.52E-02	
6.08E-4	1.40E-01	-1.76E-02	
6.09E-4	1.00E-01	-4.00E-03	
6.1E-4	8.00E-02	-4.64E-02	
6.11E-4	0.00E+00	-3.20E-02	
6.12E-4	1.80E-01	-3.52E-02	
